pid,email_21,messenger_21,blog_21,cloud_21,call_check_21,service_purchase_21,money_transfer_21,cradit_card_21,agency_purchase_21,machine_purchase_21,phone_owner_21,data_21,dmb_21,agency_21,voice_service_21,data_service_21,use_date_21,brand_21,age_21,school_21,marry_21,salary_21,job_21,religion_21,email_22,messenger_22,blog_22,cloud_22,call_check_22,service_purchase_22,money_transfer_22,cradit_card_22,agency_purchase_22,machine_purchase_22,phone_owner_22,data_22,dmb_22,agency_22,voice_service_22,data_service_22,use_date_22,brand_22,age_22,school_22,marry_22,salary_22,job_22,religion_22,email_23,messenger_23,blog_23,cloud_23,call_check_23,service_purchase_23,money_transfer_23,cradit_card_23,agency_purchase_23,machine_purchase_23,phone_owner_23,data_23,dmb_23,agency_23,voice_service_23,data_service_23,use_date_23,brand_23,age_23,school_23,marry_23,salary_23,job_23,religion_23
58160001,2,1,2,2,2,6,2,2,42,0,1,3,1,1,2,2,21,1,7,3,2,9,1,2,1,1,2,2,2,7,2,2,70,0,1,3,1,2,1,1,33,1,7,3,2,9,1,2,2,1,2,2,2,1,2,1,42,29,1,3,1,1,2,2,10,1,7,3,2,8,1,2
58160002,2,1,2,2,2,6,2,2,42,0,1,3,1,1,2,2,10,1,7,3,2,1,2,2,2,1,2,2,2,7,2,2,40,0,4,3,1,2,1,2,22,1,7,3,2,2,2,2,2,1,2,2,2,1,2,1,38,28,1,3,1,1,2,2,37,1,7,3,2,2,2,2
58170001,1,1,2,2,2,6,1,1,42,0,1,3,1,1,2,2,22,1,5,4,2,7,1,2,1,1,2,2,2,1,1,1,55,0,1,3,1,3,1,2,34,1,5,4,2,7,1,1,1,1,2,2,2,1,1,1,48,29,1,3,1,1,1,2,9,1,5,4,2,7,1,2
58170002,1,1,2,2,2,6,1,1,42,0,1,3,1,1,1,1,26,1,5,4,2,6,1,2,1,1,2,2,2,1,1,1,40,0,4,3,1,3,1,2,38,1,5,4,2,1,2,1,2,1,2,2,2,1,1,1,45,30,1,3,1,1,1,2,3,1,5,4,2,1,2,2
58170003,2,1,2,2,2,6,2,2,34,0,4,3,1,1,2,2,11,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,40,0,4,3,1,3,1,2,23,1,2,3,1,1,2,1,2,1,2,2,2,1,2,2,28,0,4,3,1,1,2,2,4,1,2,3,1,1,2,2
58170004,2,1,2,2,1,6,2,2,33,0,4,3,1,1,2,2,4,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,40,0,4,3,1,3,1,2,16,1,2,2,1,1,2,1,2,1,2,2,2,1,2,2,27,25,4,3,1,1,2,2,30,1,2,3,1,1,2,2
58180001,2,1,2,2,1,6,2,2,24,0,4,3,1,1,2,2,45,1,8,3,3,5,1,2,2,1,2,2,2,6,2,2,45,0,1,3,1,2,1,2,57,1,8,3,3,5,1,2,2,1,2,2,2,7,2,2,28,0,4,3,1,1,2,2,9,1,8,3,3,4,1,2
58190001,2,1,2,2,2,6,2,2,38,0,1,3,1,1,1,1,33,1,6,3,3,5,1,2,1,1,2,2,2,6,2,2,50,0,1,3,1,1,1,2,45,1,6,3,3,5,1,2,2,1,2,2,2,7,2,1,32,0,1,3,1,1,2,2,10,1,6,3,3,5,1,2
58210001,1,1,2,2,1,1,1,1,80,25,1,3,1,1,1,1,24,1,5,4,2,11,1,2,1,1,2,2,2,1,1,1,53,18,1,4,1,1,1,1,18,1,5,4,2,10,1,2,1,1,2,2,2,1,1,1,35,20,1,4,1,1,1,1,12,1,5,4,2,12,1,2
58210002,1,1,2,2,2,1,1,1,85,19,1,3,1,1,1,1,24,1,5,4,2,7,1,2,1,1,2,2,2,1,1,2,55,18,4,2,2,1,1,1,14,3,5,4,2,6,1,2,1,1,2,2,2,1,1,1,70,15,1,4,1,1,1,1,30,1,5,4,2,7,1,2
58220001,1,1,2,2,2,6,2,2,65,0,1,3,1,1,1,1,31,1,6,3,2,12,1,2,1,1,2,2,2,7,2,2,43,20,1,2,1,1,1,1,18,1,6,3,2,12,1,2,2,1,2,2,2,7,1,1,70,15,1,4,1,1,1,1,29,1,6,3,2,11,1,2
58220002,1,1,2,2,2,2,2,2,55,13,1,4,1,1,1,2,20,1,6,3,2,1,1,2,1,1,2,2,2,1,1,2,53,10,1,4,1,1,1,1,27,1,6,3,2,1,2,1,2,1,2,2,2,7,2,2,50,15,1,4,1,1,1,1,6,1,6,3,2,1,2,2
58240001,1,1,2,2,2,6,2,2,73,0,1,4,1,3,1,1,18,1,6,4,2,11,1,1,1,1,2,2,2,1,2,2,67,12,1,4,1,3,1,1,19,1,6,4,2,11,1,1,1,1,2,2,2,1,1,1,58,25,1,4,1,3,1,1,32,1,6,4,2,12,1,1
58240002,2,1,2,2,2,6,2,2,63,0,4,4,1,3,1,1,19,1,6,4,2,7,1,1,1,1,2,2,2,1,2,1,62,18,1,4,1,3,1,1,25,1,6,4,2,7,1,1,1,1,2,2,2,8,1,1,55,15,1,4,1,3,1,1,6,1,6,4,2,9,1,1
58240003,1,1,2,1,1,1,1,1,43,20,4,4,2,3,2,1,16,3,2,3,1,1,2,1,1,1,1,1,2,4,1,1,70,20,4,2,2,3,1,1,28,3,2,4,1,1,2,1,1,1,2,1,2,1,1,1,48,23,4,4,2,3,1,1,14,3,3,4,1,1,2,1
58240004,1,1,2,2,2,8,2,2,40,15,4,3,2,3,2,2,24,3,2,2,1,1,2,1,1,1,2,1,2,6,1,2,60,13,4,2,2,3,1,1,18,3,2,3,1,1,2,1,1,1,2,1,1,1,1,1,52,15,4,4,2,3,1,1,8,3,2,3,1,1,2,2
58250001,1,1,2,2,2,1,2,2,69,0,1,4,1,1,1,1,15,1,5,4,2,11,1,2,1,1,2,2,2,7,2,2,62,18,1,4,1,1,1,2,27,1,5,4,2,10,1,2,1,1,2,2,2,7,1,1,55,20,1,4,1,3,1,1,8,1,5,4,2,11,1,1
58250002,1,1,2,2,2,2,2,2,60,20,1,4,1,1,1,1,12,1,6,4,2,6,1,2,1,1,2,2,2,1,1,2,57,13,1,2,1,1,1,1,38,2,6,4,2,7,1,2,2,1,2,2,2,1,1,1,54,25,1,4,1,3,1,1,14,1,6,4,2,7,1,1
58250003,1,1,2,1,1,8,2,2,50,17,4,2,1,1,2,2,15,1,2,2,1,1,2,2,1,1,2,2,2,6,2,2,47,12,4,2,2,1,2,2,15,3,2,2,1,1,2,2,2,1,2,1,2,1,1,2,45,15,4,3,1,3,1,1,24,1,2,3,1,1,2,2
58250004,1,1,2,2,1,7,2,2,40,15,4,2,1,1,2,2,6,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,37,16,4,2,1,1,2,2,7,1,2,2,1,1,2,2,2,1,2,2,2,1,1,2,45,20,4,3,2,3,1,1,21,3,2,2,1,1,2,2
58260001,1,1,2,2,2,6,2,2,40,0,1,4,1,2,2,2,12,1,6,4,2,11,1,1,1,1,2,2,2,6,2,2,45,15,1,2,1,3,1,1,32,1,6,4,2,10,1,2,1,1,2,2,2,7,1,1,45,20,1,4,1,3,1,1,12,1,6,4,2,11,1,2
58260002,1,1,2,2,2,1,2,2,60,0,4,4,1,2,1,1,26,1,6,4,2,9,1,1,1,1,2,2,2,1,2,2,57,12,1,2,1,3,1,1,30,1,6,4,2,9,1,2,1,1,2,2,2,7,1,1,55,20,1,4,1,3,1,1,17,1,6,4,2,9,1,2
58280001,1,1,2,2,1,7,2,2,100,25,1,4,1,2,1,1,24,1,6,4,2,10,1,1,1,1,2,2,2,6,2,2,40,12,1,2,1,1,1,1,24,1,6,4,2,10,1,2,2,1,2,2,2,7,1,1,60,10,1,3,1,1,1,2,12,1,6,4,2,12,1,1
58290001,1,1,2,1,1,1,1,1,85,35,1,4,2,1,1,1,12,3,5,4,2,10,1,2,1,1,2,2,2,1,1,1,52,10,1,2,1,1,1,1,44,1,5,4,2,10,1,2,1,1,2,2,2,1,1,1,60,20,1,4,2,1,1,1,12,3,5,4,2,11,1,2
58290002,1,1,2,2,1,1,1,1,69,25,1,4,1,1,1,1,16,1,4,4,2,8,1,2,1,1,2,2,2,6,1,1,56,15,4,4,1,1,1,1,19,1,4,4,2,9,1,1,1,1,2,2,2,1,1,1,55,20,1,4,2,1,1,1,3,3,4,4,2,9,1,2
58300001,1,1,2,2,1,7,1,1,85,0,1,4,1,1,1,1,24,1,6,4,2,13,1,2,1,1,2,2,2,7,1,1,45,10,1,2,1,2,1,1,30,1,6,4,2,13,1,2,2,1,2,2,2,7,1,1,70,0,1,4,1,1,1,1,17,1,6,4,2,13,1,2
58310001,2,1,2,2,2,7,2,2,20,8,1,3,1,1,1,2,17,1,8,2,2,3,2,2,2,2,2,2,2,7,2,2,30,0,4,3,1,1,1,2,29,1,8,2,2,2,2,2,2,1,2,2,2,7,2,2,40,0,4,3,1,1,1,2,43,1,8,2,2,2,2,2
58310002,2,1,2,2,2,7,2,2,20,0,4,3,1,1,1,2,17,1,8,2,2,2,2,2,2,2,2,2,2,7,2,2,30,0,4,3,1,1,1,2,29,1,8,2,2,2,2,2,2,1,2,2,2,7,2,2,35,0,4,3,1,1,1,2,43,1,8,2,2,2,2,2
58330001,1,1,2,2,2,8,2,2,46,0,1,3,1,1,1,2,32,1,6,3,2,7,1,2,2,1,2,2,2,1,2,2,55,0,1,3,1,1,1,1,31,1,6,3,2,7,1,2,2,1,2,2,2,1,2,2,50,0,1,3,1,1,1,2,45,1,6,3,2,7,1,2
58330002,1,1,2,2,2,8,2,2,46,0,4,3,1,1,1,2,30,1,5,3,2,1,2,2,2,1,2,2,2,7,2,2,45,0,4,3,1,1,1,2,33,1,5,3,2,1,2,2,2,1,2,2,2,1,2,2,45,0,4,3,1,1,1,2,47,1,5,3,2,1,2,2
58330003,1,1,2,2,2,1,2,2,69,20,4,4,1,1,1,2,9,1,3,4,1,1,2,2,1,1,2,2,2,8,2,2,75,0,4,4,1,1,1,1,34,1,3,4,1,1,2,2,1,1,2,2,2,1,2,2,55,0,4,3,1,1,1,2,10,1,3,4,1,1,2,2
58350001,1,1,2,2,2,8,2,2,50,0,1,3,1,3,1,2,30,1,6,3,2,8,1,2,2,1,2,2,2,1,2,2,54,0,1,3,1,3,1,2,34,1,6,3,2,9,1,2,1,1,2,2,2,1,2,2,55,8,1,3,1,1,1,2,6,1,6,3,2,9,1,2
58350002,1,1,2,2,2,8,2,2,45,0,4,3,1,3,1,2,32,1,5,3,2,1,2,2,2,1,2,2,2,1,2,2,45,0,4,3,1,3,1,2,9,1,6,3,2,1,2,2,2,1,2,2,2,1,2,2,40,0,4,4,1,1,1,2,23,1,6,3,2,1,2,2
58350006,1,1,2,2,2,1,2,2,50,17,4,3,1,1,1,2,16,1,3,4,1,1,2,2,1,1,2,2,2,1,2,2,46,0,4,3,1,3,1,2,30,1,3,4,1,1,2,2,1,1,2,2,2,1,2,2,50,8,4,3,1,1,1,2,6,1,3,4,1,1,2,2
58350007,1,1,2,2,2,1,2,2,35,0,4,3,1,2,1,2,21,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,45,0,4,3,1,3,1,2,30,1,2,3,1,1,2,2,1,1,2,2,2,1,2,2,40,0,4,3,1,1,1,2,44,1,2,3,1,1,2,2
58360001,1,1,2,2,2,8,2,2,45,0,1,3,1,1,1,2,30,1,7,3,2,9,1,2,2,1,2,2,2,7,2,2,45,0,1,3,1,1,1,2,30,1,7,3,2,8,1,2,2,1,2,2,2,7,2,2,40,5,1,3,1,1,1,2,4,1,7,3,2,9,1,2
58360002,2,1,2,2,2,8,2,2,40,0,4,3,1,1,1,2,32,1,7,2,2,1,2,2,2,1,2,2,2,8,2,2,45,0,4,3,1,1,1,2,34,1,7,2,2,1,2,2,2,1,2,2,2,7,2,2,40,0,4,3,1,1,1,2,4,1,7,2,2,1,2,2
58360005,1,1,2,2,2,1,2,2,68,10,1,4,1,1,1,2,9,1,3,4,1,7,1,2,1,1,2,2,2,8,2,2,70,10,1,4,1,1,1,1,22,1,4,4,1,7,1,2,1,1,2,2,2,1,1,1,75,10,1,4,1,1,1,1,34,1,4,4,1,8,1,2
58370001,1,1,2,2,2,8,2,2,30,16,1,3,1,1,1,2,20,1,7,3,2,7,1,2,1,1,2,2,2,7,2,2,40,0,1,3,1,1,1,2,32,1,7,3,2,7,1,2,2,1,2,2,2,7,2,2,45,0,1,3,1,1,1,2,46,1,7,3,2,7,1,2
58370002,2,1,2,2,2,7,2,2,39,10,4,3,1,1,1,2,22,1,7,2,2,1,2,2,1,1,2,2,2,7,2,2,40,0,4,3,1,1,1,2,34,1,7,2,2,2,2,2,2,1,2,2,2,7,2,2,40,0,4,3,1,1,1,2,46,1,7,2,2,2,2,2
58400001,2,1,2,2,2,6,2,2,35,0,1,3,1,1,2,2,33,1,8,2,3,3,2,2,2,1,2,2,2,7,2,2,35,0,4,3,1,1,1,2,30,1,8,2,3,2,2,2,2,1,2,2,2,7,2,2,35,0,4,3,1,1,1,2,44,1,8,2,3,3,2,2
58410001,2,1,2,2,2,7,2,2,30,0,1,3,1,1,1,2,29,1,7,3,2,5,1,2,2,1,2,2,2,7,2,2,42,0,4,3,1,1,2,2,44,1,7,3,2,5,1,2,2,1,2,2,2,7,2,2,35,27,1,3,1,1,2,2,10,1,7,3,2,4,1,2
58410002,2,1,2,2,2,6,2,2,30,10,4,3,1,1,1,2,10,1,7,2,2,1,1,2,2,1,2,2,2,6,2,2,25,0,4,3,1,1,2,2,24,1,7,2,2,1,1,2,2,1,2,2,2,7,2,2,35,0,4,3,1,1,2,2,9,1,7,2,2,2,1,2
58420001,2,1,2,2,2,6,2,2,35,0,4,3,1,1,1,2,29,1,8,1,2,4,1,2,2,1,2,2,2,7,2,2,30,0,4,3,1,1,2,2,45,1,8,1,2,4,1,2,2,1,2,2,2,7,2,2,43,25,4,3,1,1,2,2,9,1,8,1,2,4,1,2
58420002,2,1,2,2,2,6,2,2,25,0,4,3,1,1,2,2,31,1,7,1,2,1,1,2,2,1,2,2,2,7,2,2,25,0,4,3,1,1,2,2,41,1,7,1,2,2,1,2,2,1,2,2,2,7,2,2,35,25,4,3,1,1,2,2,9,1,7,1,2,2,1,2
58430002,2,1,2,2,2,6,2,2,39,16,4,3,1,1,1,2,10,1,7,1,3,3,1,2,2,1,2,2,2,7,2,2,34,0,4,3,1,1,2,2,17,1,7,1,3,3,1,2,2,1,2,2,2,7,2,2,20,0,1,3,1,1,2,2,28,1,7,1,3,3,1,2
58450002,2,1,2,2,2,6,2,2,20,0,4,3,1,1,2,2,15,1,8,1,3,4,1,2,2,1,2,2,2,7,2,2,29,0,4,3,1,1,2,2,29,1,8,1,3,4,1,2,2,1,2,2,2,7,2,2,20,0,4,3,1,1,2,2,45,1,8,1,3,3,1,2
58460001,2,1,2,2,2,6,2,2,39,16,4,3,1,1,1,2,14,1,7,2,2,6,1,2,2,1,2,2,1,7,2,2,35,0,4,3,1,1,2,2,24,1,7,2,2,6,1,2,2,1,2,2,2,7,2,2,32,0,4,3,1,1,2,2,28,1,7,2,2,5,1,2
58460002,2,1,2,2,2,6,2,2,39,18,4,3,1,1,1,2,9,1,6,2,2,1,1,2,2,1,2,2,1,7,2,2,32,0,4,3,1,1,2,2,17,1,6,2,2,6,1,2,2,1,2,2,2,7,2,2,33,25,4,3,1,1,2,2,28,1,6,2,2,3,1,2
58470001,2,1,2,2,1,6,2,2,19,0,1,3,1,1,2,2,38,1,8,2,2,4,1,2,2,1,2,2,2,7,2,2,32,0,4,3,1,1,2,2,5,1,8,2,2,4,1,2,2,1,2,2,2,7,2,2,31,28,4,3,1,1,2,2,18,1,8,2,2,4,1,2
58470002,2,1,2,2,2,6,2,2,33,0,4,3,1,1,2,2,41,1,7,1,2,1,1,2,2,1,2,2,2,7,2,2,35,0,4,3,1,1,2,2,8,1,7,1,2,1,1,2,2,1,2,2,2,7,2,2,25,29,4,3,1,1,2,2,25,1,7,1,2,2,1,2
58480001,1,1,2,2,1,6,1,2,42,18,1,3,1,1,2,2,6,1,5,3,2,7,1,2,1,1,2,2,2,1,1,2,52,30,1,3,1,1,1,1,17,1,5,3,2,7,1,2,2,1,2,2,2,1,1,1,48,30,1,3,1,1,1,1,32,1,5,3,2,7,1,2
58480002,2,1,2,2,1,6,1,2,42,20,1,3,1,1,2,2,21,1,4,3,2,4,1,2,1,1,2,2,2,1,1,2,48,25,1,3,1,1,1,1,31,1,4,3,2,5,1,2,2,1,2,2,2,1,1,1,45,29,1,3,1,1,1,1,10,1,4,3,2,1,2,2
58480003,1,1,2,2,2, , , ,25,10,4,3,1,1,2,2,11,1,2,1,1,1,2,2,2,1,2,2,2, , , ,35,0,4,3,1,1,2,2,33,1,2,1,1,1,2,2,2,1,2,2,2,1,2,1,35,26,4,3,1,1,2,2,7,1,2,2,1,1,2,2
58490001,2,1,2,2,1,6,2,2,30,10,4,3,1,1,1,2,10,1,8,1,2,3,1,2,2,1,2,2,2,7,2,2,35,0,4,3,1,1,2,2,24,1,8,1,2,3,1,2,2,1,2,2,2,7,2,2,28,0,4,3,1,1,2,2,8,1,8,1,2,3,1,2
58490002,2,1,2,2,2,6,2,2,30,10,4,3,1,1,1,2,10,1,8,1,2,2,1,2,2,1,2,2,2,7,2,2,25,0,4,3,1,1,2,2,24,1,8,1,2,2,1,2,2,1,2,2,2,7,2,2,28,26,4,3,1,1,2,2,10,1,8,1,2,2,1,2
58500001,2,1,2,2,2,6,2,2,20,0,4,3,1,1,1,2,41,1,8,1,2,3,1,2,2,1,2,2,2,7,2,2,35,0,4,3,1,1,2,2,10,1,8,1,2,3,1,2,2,1,2,2,2,7,2,2,24,0,4,3,1,1,2,2,22,1,8,1,2,3,1,2
58500002,2,1,2,2,2,6,2,2,20,0,4,3,1,1,1,2,41,1,8,1,2,2,1,2,2,1,2,2,2,7,2,2,25,0,4,3,1,1,2,2,9,1,8,1,2,2,1,2,2,1,2,2,2,7,2,2,23,0,4,3,1,1,2,2,23,1,8,1,2,2,1,2
58600002,2,1,2,2,2,7,2,2,16,0,4,3,1,3,2,2,48,1,7,1,2,2,1,1,2,1,2,2,1,7,2,2,45,0,4,3,1,2,2,2,56,1,7,1,2,2,1,1,2,1,2,2,1,7,1,2,45,0,1,3,1,1,1,2,12,1,8,1,2,2,1,2
58600003,1,1,2,2,2,1,2,2,42,0,1,3,1,3,2,2,36,1,5,3,2,6,1,2,1,1,2,2,1,7,2,2,65,0,1,3,1,2,1,1,48,1,5,3,2,7,1,2,1,1,2,2,1,1,1,1,65,0,1,3,1,1,1,2,48,1,6,3,2,7,1,2
58620001,2,1,2,2,2,6,2,2,26,0,4,3,1,1,2,2,45,1,8,1,2,3,1,2,2,1,2,2,2,7,2,2,35,0,4,3,1,1,2,2,58,1,8,1,2,3,1,2,2,1,2,2,2,7,2,2,28,0,4,1,1,1,2,2,5,1,8,1,2,3,1,2
58620002,2,1,2,2,2,6,2,2,25,0,4,3,1,1,2,2,46,1,8,1,2,1,1,2,2,2,2,2,2,7,2,2,25,0,4,3,1,1,2,2,53,1,8,1,2,1,1,2,2,2,2,2, ,7,2,2, , , , , , , , , , ,8,1,2,1,1,2
58650001,2,1,2,2,1,6,2,2,25,0,4,2,1,1,2,2,10,1,8,1,3,3,1,2,2,1,2,2,2,7,2,2,32,0,4,3,2,1,2,2,11,1,8,1,3,3,1,2,2,1,2,2,2,1,2,2,32,0,1,3,1,1,2,2,23,1,8,1,3,3,1,2
58670001,2,1,2,2,2,6,2,2,32,0,1,3,1,1,1,1,38,1,8,1,3,3,1,2,2,1,2,2,2,7,2,2,48,30,1,3,1,1,2,2,9,1,8,1,3,3,1,2,2,1,2,2,2,1,2,2,30,0,1,3,1,1,2,2,21,1,8,1,3,3,1,2
58730003,2,1,2,2,2,1,2,2,48,0,1,3,1,1,1,2,24,1,6,2,2,7,1,1,2,1,2,2,2,7,2,2,37,0,4,4,1,1,1,2,15,1,6,2,2,7,1,1,2,1,2,2,1,7,2,2,30,0,1,4,2,1,1,2,5,1,6,2,2,5,1,1
58760001,2,2,2,2,2,7,2,2,25,0,1,3,1,1,1,2,38,1,7,3,2,4,1,1,2,2,2,2,2,7,2,2,37,0,4,3,1,1,2,2,27,1,7,3,2,5,1,2,2,1,2,2,2,7,2,2,29,0,4,3,1,1,2,2,3,1,7,3,2,4,1,1
58760002,2,2,2,2,2,7,2,2,24,0,1,1,1,1,2,2,20,1,7,3,2,1,1,1,2,2,2,2,2,7,2,2,35,0,1,3,1,2,2,2,27,1,7,3,2,4,1,1,2,1,2,2,1,7,2,2,31,0,1,3,1,1,2,2,4,1,7,3,2,6,1,1
58770001,2,2,2,2,2,7,2,2,32,0,1,2,1,1,2,2,26,1,8,1,2,5,1,1,2,2,2,2,2,7,2,2,29,0,1,3,2,3,2,2,30,1,8,1,2,4,1,1,2,1,2,2,1,7,2,2,30,0,4,3,1,1,2,2,3,1,8,1,2,4,1,2
58770002,2,2,2,2,2,6,2,2,32,0,1,3,2,1,2,2,24,1,8,1,2,4,1,1,2,2,2,2,2,7,2,2,31,0,4,3,2,3,2,2,14,1,8,1,2,2,1,1,2,1,2,2,2,7,2,2,38,0,1,1,2,1,2,2,28,1,8,1,2,2,1,1
58800001,2,1,2,2,2,7,2,2,43,0,1,3,1,1,1,2,12,1,7,3,2,4,1,1,2,1,2,2,2,7,2,2,47,0,1,4,1,1,1,2,10,1,7,3,2,5,1,1,2,1,2,2,1,7,2,2,39,0,1,4,1,3,1,2,16,1,7,3,2,7,1,1
58800002,2,1,2,2,2,7,2,2,33,6,1,3,1,1,1,2,15,1,7,1,2,5,1,1,2,1,2,2,2,7,2,2,43,0,1,4,1,1,1,2,11,1,7,1,2,4,1,1,2,1,2,2,1,7,2,2,34,0,1,4,1,3,1,1,16,1,7,1,2,6,1,1
58810001,2,1,2,2,2,7,2,2,40,28,1,3,1,1,1,1,14,1,8,1,2,4,1,2,2,1,2,2,2,7,2,2,35,0,4,3,1,1,2,2,29,1,8,1,2,5,1,2,2,1,2,2,2,1,2,2,38,25,1,3,1,1,2,2,10,1,8,1,2,4,1,2
58810002,2,1,2,2,2,7,2,2,30,0,1,3,1,1,2,2,14,1,7,0,2,1,1,2,2,1,2,2,2,7,2,2,38,0,4,3,1,1,2,2,29,1,7,0,2,2,1,2,2,1,2,2,2,1,2,1,45,28,1,3,1,1,1,2,9,1,8,0,2,2,1,2
58830002,2,2,2,2,2,7,2,2,19,10,4,3,1,1,2,2,17,1,8,0,2,2,2,2,2,1,2,2,2,7,2,2,27,0,4,3,1,1,2,2,29,1,8,0,3,3,2,2,2,1,2,2,2,7,2,2,24,0,1,3,1,1,2,2,38,1,8,0,3,3,2,2
58840002,2,1,2,2,2,7,2,2,24,0,4,3,1,3,2,2,29,1,8,0,3,2,2,2,2,1,2,2,2,7,2,2,25,0,4,3,1,1,1,2,41,1,8,0,3,2,1,2,2,1,2,2,2,7,2,2,25,0,4,3,1,1,2,2,8,1,8,0,3,2,1,2
58850001,2,1,2,2,2,7,2,2,34,0,4,3,1,1,1,2,21,1,7,2,2,4,1,2,2,1,2,2,2,7,2,2,42,0,4,3,1,1,2,2,29,1,8,2,2,5,1,2,2,1,2,2,2,7,2,2,27,26,4,3,1,1,2,2,11,1,8,2,2,4,1,2
58850002,2,1,2,2,2,7,2,2,30,0,4,3,1,1,2,2,19,1,7,2,2,2,1,2,2,1,2,2,2,1,2,2,35,0,4,3,1,1,2,2,29,1,7,2,2,2,1,2,2,1,2,2,2,7,2,2,25,23,4,3,1,1,2,2,7,1,7,2,2,5,1,2
58860001,2,2,2,2,2,7,2,2,20,0,4,3,1,3,2,2,13,1,8,1,3,2,2,2,2,1,2,2,2,7,2,2,27,0,4,3,2,1,1,2,28,1,8,1,3,2,2,2,2,1,2,2,2,7,2,2,25,0,4,3,1,1,2,2,38,1,8,1,3,2,2,2
58870001,2,1,2,2,2,7,2,2,25,0,4,3,2,1,2,2,41,1,8,1,3,2,2,2,2,1,2,2,2,7,2,2,25,0,4,3,1,1,2,2,14,1,8,1,3,2,2,2,2,1,2,2,2,7,2,2,24,0,4,3,1,1,2,2,25,1,8,1,3,2,2,2
58890001,2,1,2,2,2,7,2,2,19,0,1,3,1,1,2,2,31,1,7,1,3,4,1,2,2,1,2,2,2,7,2,2,37,0,4,3,1,1,2,2,41,1,7,1,3,5,1,2,2,1,2,2,2,7,2,2,36,25,4,3,1,1,2,2,10,1,8,1,3,4,1,2
58900001,2,1,2,2,2,7,2,2,20,0,4,3,1,2,2,2,16,1,8,0,2,2,2,2,2,1,2,2,2,7,2,2,32,0,4,3,1,3,1,2,31,1,8,0,2,2,2,2,2,2,2,2,2,7,2,2,24,0,1,3,1,1,2,2,39,1,8,0,2,2,2,2
58900002,2,1,2,2,2,7,2,2,20,0,4,3,1,3,2,2,17,1,8,0,2,2,2,2,2,1,2,2,2,7,2,2,31,0,4,3,1,3,1,2,31,1,8,0,2,2,2,2,2,2,2,2,2,7,2,2,23,0,4,3,1,1,2,2,47,1,8,0,2,2,2,2
58910001,2,1,2,2,2,7,2,2,40,0,1,3,1,1,1,2,18,1,7,2,2,5,1,2,2,1,2,2,2,7,2,2,45,0,1,3,1,2,1,2,30,1,7,2,2,5,1,2,2,1,2,2,2,7,2,2,45,0,1,3,1,1,1,2,6,1,7,2,2,5,1,2
58910002,2,1,2,2,2,7,2,2,30,16,4,3,1,1,1,2,18,1,7,3,2,1,2,2,1,1,2,2,2,7,2,2,45,0,4,3,1,2,1,2,30,1,7,3,2,2,1,2,2,1,2,2,2,7,2,2,40,0,4,3,1,1,1,2,10,1,7,3,2,2,1,2
58910003,1,1,2,2,2,1,1,1,60,29,1,4,1,1,1,2,14,1,4,4,1,7,1,2,1,1,2,2,2,1,2,2,70,0,1,4,1,2,1,1,2,1,4,4,1,7,1,2,1,1,2,2,2,1,2,2,68,10,1,4,1,1,1,1,16,1,4,4,1,7,1,2
58940001,2,1,2,2,2,7,2,2,40,8,4,3,1,1,2,2,14,1,8,2,2,4,2,2,2,1,2,2,2,7,2,2,35,0,1,3,1,2,1,2,26,1,8,2,2,4,2,2,2,1,2,2,2,1,2,2,35,10,4,3,1,1,1,2,4,1,8,2,2,4,2,2
58940002,2,1,2,2,2,7,2,2,35,0,4,3,1,1,2,2,30,1,8,2,2,2,2,2,2,1,2,2,2,7,2,2,35,0,4,3,1,2,1,2,42,1,8,2,2,2,2,2,2,1,2,2,2,7,2,2,32,0,4,3,1,1,1,2,12,1,8,2,2,1,2,2
58950001,2,1,2,2,2,7,2,2,35,0,4,3,1,1,2,2,32,1,8,2,2,5,1,2,2,2,2,2,2,7,2,2,30,0,4,3,1,2,1,2,44,1,8,2,2,4,1,2,2,1,2,2,2,7,2,2,40,0,1,3,1,1,1,2,56,1,8,2,2,5,1,2
58950002,2,1,2,2,2,7,2,2,35,0,4,3,1,1,2,2,34,1,8,2,2,2,2,2,2,1,2,2,2,7,2,2,30,0,4,3,1,2,1,2,46,1,8,2,2,2,1,2,2,1,2,2,2,7,2,2,35,0,1,3,1,1,1,2,58,1,8,2,2,2,1,2
58970001,1,1,2,2,2,8,2,2,30,0,1,3,1,1,1,2,34,1,7,2,2,5,1,2,2,1,2,2,2,1,2,2,46,0,1,3,1,1,1,1,33,1,7,2,2,5,1,2,2,1,2,2,2,7,2,2,45,0,1,3,1,1,1,2,46,1,8,2,2,5,1,2
58970002,1,1,2,2,2,8,2,2,40,0,4,3,1,1,1,2,32,1,7,2,2,1,2,2,2,1,2,2,2,1,2,2,45,0,4,3,1,1,1,2,33,1,7,2,2,1,2,2,2,1,2,2,2,7,2,2,40,0,4,3,1,1,1,2,47,1,7,2,2,1,2,2
